const,climate_change,quality_of_life,score_welfare_vehicle_ownership_license,LOW,HIGH,y_price,y_acceptability,weights
1.0,0.9,0.7,0.47395372524744817,0,1,5.0,1.0,2452.513475398688
1.0,0.6,0.3,0.47390456467530423,0,0,0.5,0.2,1378.7917545688633
1.0,0.8,0.8,0.47653915176725703,0,1,5.0,0.5,1981.4538047339172
1.0,0.5,0.3,0.5,1,0,0.35,0.5,3987.8163521789215
1.0,0.7,0.6,0.47231118605698696,0,0,1.0,0.6,1386.4199608166812
1.0,0.8,0.8,0.5,0,0,1.0,0.7,1366.7188128457728
1.0,0.9,0.9,0.47709422935977946,0,1,0.0,0.0,984.1211953571602
1.0,0.5,0.5,0.47989202981461776,0,1,0.5,0.5,1550.9439827351741
1.0,0.2,0.2,0.5,0,0,1.5,0.0,5245.227658559327
1.0,1.0,1.0,0.5,1,0,0.25,0.3,1251.3978000805448
1.0,0.7,0.8,0.48557932160577305,0,1,1.0,0.4,1604.8272096226763
1.0,0.8,0.8,0.5,0,0,1.5,0.8,1841.3056663094005
1.0,0.5,0.6,0.4753516511216089,0,0,2.5,0.4,1129.7764762373772
1.0,0.2,0.2,0.4750907093730847,0,0,0.005,0.0,1483.8615395097788
1.0,0.8,0.8,0.482530594302847,0,1,2.5,0.7,2911.663483156792
1.0,1.0,1.0,0.46006187002227167,0,1,2.5,1.0,834.5361360138812
1.0,0.8,1.0,0.5,1,0,0.5,1.0,2136.416603049381
1.0,1.0,1.0,0.47684769856636633,0,0,5.0,0.8,4837.559911481443
1.0,0.8,0.7,0.46648109737564286,0,0,0.5,0.2,1518.0518099029305
1.0,0.7,0.7,0.4601999663855955,0,1,0.75,0.8,1981.4538047339172
1.0,0.8,0.8,0.47450863658307507,0,0,1.0,0.7,2452.513475398688
1.0,0.2,0.2,0.48464050546920223,0,0,0.0,0.1,1656.7756148049546
1.0,0.5,0.4,0.4724525228680271,0,0,2.5,0.7,1518.0518099029305
1.0,1.0,0.7,0.4433843672203225,1,0,1.5,0.2,3878.991814536323
1.0,0.6,0.6,0.47144476939518837,0,0,0.0,0.2,1518.0518099029305
1.0,1.0,0.6,0.46570937109856947,0,0,0.0,0.0,1518.0518099029305
1.0,1.0,1.0,0.4779879706220689,0,0,5.0,0.6,1262.452051014077
1.0,1.0,1.0,0.5,0,0,1.0,0.5,1251.3978000805448
1.0,0.8,0.2,0.5,0,0,1.0,0.8,1451.0532729223623
1.0,0.6,0.6,0.47536200798756606,0,1,2.5,0.2,1550.9439827351741
1.0,0.0,0.2,0.48936659718697395,0,0,0.0,0.0,1864.186310569944
1.0,0.8,0.7,0.48324649906955486,0,1,1.0,0.6,1518.0518099029305
1.0,1.0,1.0,0.47282202094140696,0,0,4.0,1.0,1251.3978000805448
1.0,0.8,0.8,0.5,0,0,1.5,0.9,1590.7750619265485
1.0,0.0,0.0,0.4413685343662236,1,0,0.0,0.0,1483.8615395097788
1.0,0.9,0.8,0.47481379271839613,0,1,0.25,0.8,1386.4199608166812
1.0,1.0,1.0,0.4707700102178139,0,1,0.5,0.6,1483.8615395097788
1.0,1.0,1.0,0.4618410625951852,0,0,2.5,0.8,1386.4199608166812
1.0,0.7,0.7,0.5,0,0,1.5,0.7,1366.7188128457728
1.0,0.9,0.9,0.47653915176725703,0,1,0.5,0.8,1386.4199608166812
1.0,0.8,0.8,0.47222211301821765,0,0,2.5,1.0,1526.074379323687
1.0,0.2,0.2,0.5,0,1,0.0,0.0,2352.4138581411694
1.0,0.4,0.2,0.5,0,0,0.5,0.2,1841.3056663094005
1.0,0.5,0.6,0.5,0,0,0.0,0.0,2352.4138581411694
1.0,0.7,0.8,0.46974413248335245,0,0,0.5,0.6,1262.452051014077
1.0,0.3,0.7,0.4734928581479903,0,1,2.5,0.4,1550.9439827351741
1.0,0.2,0.3,0.4771131453783125,0,0,0.5,0.1,1227.2811105762635
1.0,0.7,1.0,0.4618410625951852,0,0,1.0,0.7,1645.9800986713717
1.0,0.7,0.8,0.33293588606336233,1,0,0.0,0.0,1483.8615395097788
1.0,1.0,1.0,0.5,1,0,0.0,1.0,5867.669613128392
1.0,0.3,0.7,0.4880442386409695,0,1,0.5,0.3,1518.0518099029305
1.0,0.8,0.8,0.5,0,0,1.5,0.0,1645.9800986713717
1.0,0.7,1.0,0.5,1,0,2.5,1.0,3987.8163521789215
1.0,0.0,0.0,0.46699977427786016,0,0,0.0,0.0,1550.9439827351741
1.0,0.6,0.7,0.46811742177866306,0,0,1.5,0.2,1550.9439827351741
1.0,1.0,0.7,0.4522650489338666,0,1,1.5,1.0,5245.227658559327
1.0,0.3,0.3,0.46700447335482587,0,0,1.0,0.5,1841.3056663094005
1.0,0.3,0.3,0.5,0,0,0.5,0.0,1227.2811105762635
1.0,0.7,0.8,0.4690111429360787,0,0,2.5,0.5,2622.5495915603124
1.0,1.0,1.0,0.47880960196765915,0,1,0.0,0.0,1208.5097904930772
1.0,1.0,1.0,0.46425381793792914,0,0,2.5,0.6,1716.1843920345632
1.0,0.0,0.0,0.5,0,0,1.0,0.0,1435.6390589192533
1.0,1.0,1.0,0.43480269739141014,1,0,0.5,1.0,2994.403878691452
1.0,0.7,0.5,0.4715712990949373,0,0,0.0,0.0,1656.7756148049546
1.0,1.0,0.9,0.4814393644489235,0,1,2.5,0.7,1558.9595244238774
1.0,0.6,0.7,0.5,0,0,2.5,0.8,1251.3978000805448
1.0,0.2,0.2,0.47353320493790724,0,0,0.1,0.0,827.7138022938798
1.0,0.8,0.0,0.467848417425071,0,0,0.05,0.0,4942.377056493743
1.0,0.9,0.7,0.44497957200015376,0,0,0.5,0.7,1262.452051014077
1.0,0.0,0.0,0.5,0,0,0.0,0.0,2136.416603049381
1.0,0.9,0.8,0.5,1,0,4.0,0.7,2136.416603049381
1.0,0.0,0.0,0.4886563099455369,0,1,0.0,0.0,1518.0518099029305
1.0,0.9,0.8,0.49130438261285164,0,1,2.5,0.5,1864.186310569944
1.0,0.6,0.6,0.47448158187696654,0,0,0.0,0.0,1695.07419232778
1.0,0.0,0.0,0.47615566147467675,0,0,0.0,0.0,1604.8272096226763
1.0,0.8,0.8,0.5,0,1,5.0,0.8,2054.063233057818
1.0,1.0,0.9,0.49133399284171553,0,0,0.5,0.0,1864.186310569944
1.0,0.8,0.8,0.46837562805004507,0,0,1.5,0.5,756.9577330732111
1.0,1.0,1.0,0.4776847137173466,0,1,2.0,0.9,1262.452051014077
1.0,0.7,0.7,0.4793015349144315,0,1,1.5,0.5,1558.9595244238774
1.0,1.0,0.8,0.5,0,0,1.0,0.8,2136.416603049381
1.0,0.1,0.3,0.4844209664009105,0,0,0.0,0.0,756.9577330732111
1.0,0.0,0.0,0.4590068296370488,0,1,0.0,0.0,1388.483433381881
1.0,0.0,0.0,0.5,0,0,0.0,0.0,1709.7350669178422
1.0,0.4,0.4,0.5,0,1,2.0,0.3,1841.3056663094005
1.0,0.7,0.7,0.5,0,0,2.5,0.8,1841.3056663094005
1.0,0.6,0.6,0.5,0,0,0.0,0.0,1841.3056663094005
1.0,0.3,0.5,0.4846706311768447,0,0,0.5,0.0,769.2028691431852
1.0,0.5,0.5,0.45529922669610456,1,0,1.5,0.3,4942.377056493743
1.0,0.4,0.4,0.4473387961460648,0,1,2.5,0.5,1386.4199608166812
1.0,1.0,1.0,0.44508267148136144,1,0,0.5,1.0,1483.8615395097788
1.0,0.8,0.8,0.5,0,0,2.0,0.8,1217.2480863089165
1.0,0.0,0.0,0.46892824542180234,0,0,0.0,0.0,1645.9800986713717
1.0,0.6,0.7,0.4865793280743811,0,1,5.0,0.8,1841.3056663094005
1.0,0.6,0.5,0.47197072720322136,0,0,1.5,0.6,1208.5097904930772
1.0,0.0,0.0,0.5,0,0,0.0,0.0,2622.5495915603124
1.0,0.9,1.0,0.4769973148631506,0,0,1.5,0.5,1208.5097904930772
1.0,0.6,0.8,0.5,0,0,4.0,0.7,2100.7322176582097
1.0,1.0,1.0,0.46148288669283927,0,0,1.25,1.0,1550.9439827351741
1.0,0.5,0.5,0.4050639907747418,0,0,0.0,0.0,1166.9843843219962
1.0,0.7,0.8,0.46694700761311486,0,0,2.5,0.7,2831.8421929905303
1.0,0.5,0.8,0.490563737194898,0,0,2.5,0.0,2136.416603049381
1.0,0.0,0.5,0.45778671154591943,0,0,0.0,0.0,1483.8615395097788
1.0,1.0,1.0,0.5,0,0,3.5,0.9,1241.0854722782908
1.0,0.0,0.0,0.40845092963561436,0,0,0.0,0.0,2939.2047524411087
1.0,0.7,0.8,0.4783852096040988,0,0,1.0,0.3,1032.2978207793553
1.0,0.8,0.8,0.5,0,1,3.0,1.0,1645.9800986713717
1.0,0.7,0.5,0.4665041032516045,0,1,0.5,0.5,1241.0854722782908
1.0,0.8,0.8,0.4459384518312164,1,0,5.0,0.8,2036.449765309154
1.0,1.0,1.0,0.5,0,0,2.0,1.0,1227.2811105762635
1.0,0.6,0.4,0.4579203506201026,0,1,0.0,0.5,1864.186310569944
1.0,0.3,0.0,0.48869722452269104,0,0,0.0,0.0,1262.452051014077
1.0,1.0,1.0,0.5,0,0,1.0,0.8,1474.5266374120504
1.0,0.3,0.5,0.4799689896007134,0,1,1.0,0.4,2637.6669636939378
1.0,0.7,0.7,0.4762133252355201,0,0,1.5,0.0,827.7138022938798
1.0,0.5,0.6,0.5,0,0,1.0,0.0,2352.4138581411694
1.0,1.0,1.0,0.5,0,1,2.0,1.0,1227.2811105762635
1.0,0.1,0.0,0.4814528658113728,0,0,0.0,0.0,1032.2978207793553
1.0,0.8,0.8,0.4666647903017442,0,0,1.0,0.8,1550.9439827351741
1.0,0.7,0.8,0.5,0,1,2.5,0.8,1645.9800986713717
1.0,0.0,0.0,0.445882289901326,0,1,0.0,0.0,1981.4538047339172
1.0,0.0,0.0,0.4857078668964548,0,0,0.0,0.0,1695.07419232778
1.0,0.7,0.7,0.469972088916935,0,0,0.5,0.6,1550.9439827351741
1.0,1.0,0.8,0.5,1,0,2.5,0.7,5245.227658559327
1.0,0.1,0.2,0.4753686411273266,0,1,0.0,0.0,4942.377056493743
1.0,0.8,0.8,0.4681475539468593,0,0,0.5,0.3,1645.9800986713717
1.0,0.8,0.8,0.4312840664045234,1,0,1.0,0.5,1252.0486290295987
1.0,1.0,0.8,0.5,0,1,2.5,0.5,1645.9800986713717
1.0,0.8,1.0,0.5,0,1,1.0,0.7,1841.3056663094005
1.0,1.0,1.0,0.5,0,0,0.5,0.5,2659.4076235919274
1.0,0.7,0.6,0.4301859794906809,0,0,0.0,0.6,1386.4199608166812
1.0,0.5,0.3,0.5,1,0,0.0,0.0,5867.669613128392
1.0,0.0,0.0,0.4720594800747781,0,0,0.0,0.0,1166.9843843219962
1.0,0.0,1.0,0.5,1,0,0.5,0.0,1777.252264836571
1.0,1.0,1.0,0.47066206216726425,0,0,1.5,0.9,1550.9439827351741
1.0,0.7,0.8,0.4669813196049443,0,0,2.5,0.6,1841.3056663094005
1.0,0.1,0.1,0.3252938718461264,1,0,0.5,0.0,1166.9843843219962
1.0,0.5,0.0,0.5,0,0,0.01,0.0,1166.9843843219962
1.0,0.0,0.0,0.5,1,0,0.0,0.0,5069.306342220531
1.0,0.8,0.9,0.5,0,0,1.0,0.8,1841.3056663094005
1.0,0.8,0.9,0.47062305471621213,0,0,1.5,0.2,4418.090067264116
1.0,0.2,0.8,0.470861481611477,0,1,2.5,0.0,1550.9439827351741
1.0,0.0,0.0,0.44003796236122256,0,0,0.025,0.0,5867.669613128392
1.0,0.4,0.6,0.4859508989090985,0,0,1.75,0.6,1241.0854722782908
1.0,0.5,0.5,0.4861699011236458,0,0,0.0,0.7,2118.9016710837814
1.0,0.9,0.8,0.5,0,0,0.0,0.3,1841.3056663094005
1.0,0.8,0.9,0.5,0,0,5.0,0.8,5245.227658559327
1.0,0.5,0.5,0.5,1,0,0.0,0.0,2637.6669636939378
1.0,1.0,0.9,0.5,0,0,0.25,0.8,1386.4199608166812
1.0,0.7,1.0,0.5,1,0,2.5,1.0,1227.2811105762635
1.0,1.0,1.0,0.4723292330731963,0,1,2.5,0.0,1386.4199608166812
1.0,0.8,0.5,0.5,1,0,0.875,0.0,1841.3056663094005
1.0,0.9,0.8,0.4813064249302065,0,0,2.0,0.9,769.2028691431852
1.0,1.0,1.0,0.5,0,1,5.0,1.0,1227.2811105762635
1.0,0.6,0.4,0.47059548095753484,0,0,3.0,0.3,4393.78134176461
1.0,0.8,0.9,0.5,0,0,2.5,0.7,2622.5495915603124
1.0,0.8,0.8,0.5,1,0,0.05,0.0,5663.551304953652
1.0,0.8,0.8,0.45788645633886904,0,0,0.0,1.0,1166.9843843219962
1.0,0.2,0.2,0.4550237035574526,0,0,0.5,0.3,1550.9439827351741
1.0,0.0,0.0,0.5,1,0,0.3,0.0,1558.9595244238774
1.0,0.3,0.3,0.5,0,0,0.0,0.3,1645.9800986713717
1.0,0.1,0.0,0.4583990077756985,0,0,0.0,0.0,1166.9843843219962
1.0,0.0,0.0,0.5,0,0,0.0,0.0,1386.4199608166812
1.0,1.0,1.0,0.4721966756197831,0,1,0.5,1.0,1386.4199608166812
1.0,0.4,0.0,0.4265689280425381,1,0,1.0,0.0,2637.6669636939378
1.0,0.8,0.7,0.4695152451175858,0,0,0.5,0.2,834.5361360138812
1.0,0.5,0.7,0.5,0,0,0.5,0.3,1217.2480863089165
1.0,0.2,0.2,0.46943188706426553,0,0,0.01,0.0,827.7138022938798
1.0,0.3,0.0,0.47800474644932556,0,0,0.75,0.0,3289.612727269952
1.0,0.8,1.0,0.49606949633146785,0,0,2.5,0.0,1604.8272096226763
1.0,0.6,0.7,0.48675572470071743,0,0,2.5,0.0,2100.7322176582097
1.0,1.0,0.7,0.5,1,0,0.5,0.0,4355.308623961251
1.0,1.0,1.0,0.47288562582024596,0,0,2.5,1.0,1166.9843843219962
1.0,0.2,0.2,0.47258138616929957,0,0,2.0,0.2,1777.252264836571
1.0,1.0,1.0,0.5,1,0,5.0,0.8,1716.1843920345632
1.0,0.6,0.7,0.47401457204437325,0,1,2.5,1.0,1550.9439827351741
1.0,0.8,1.0,0.4640911051902982,0,0,1.0,0.0,834.5361360138812
1.0,0.7,0.5,0.3424811065816243,0,0,1.0,0.3,756.9577330732111
1.0,0.0,0.0,0.4658067978118667,0,0,0.0,0.0,2637.6669636939378
1.0,0.5,0.4,0.5,1,0,1.0,0.0,5245.227658559327
1.0,0.3,0.5,0.5,1,0,1.0,0.2,4355.308623961251
1.0,1.0,1.0,0.45644376874539033,0,0,1.5,1.0,827.7138022938798
1.0,0.6,0.6,0.46035498442179484,0,0,0.5,0.1,1777.252264836571
1.0,0.7,0.8,0.47000197503888214,0,0,1.0,0.3,834.5361360138812
1.0,0.8,0.8,0.5,0,0,1.0,0.7,2831.8421929905303
1.0,1.0,1.0,0.5,0,0,2.5,0.5,3910.963948603171
1.0,0.0,0.0,0.4395410475298167,1,0,0.0,0.0,1208.5097904930772
1.0,0.0,0.2,0.4658513397502203,0,0,0.0,0.0,834.5361360138812
1.0,0.7,1.0,0.5,0,0,0.05,0.5,1645.9800986713717
1.0,1.0,1.0,0.3017236151960651,1,0,5.0,0.7,1604.8272096226763
1.0,1.0,1.0,0.5,0,0,0.0,0.7,1217.2480863089165
1.0,0.1,0.0,0.47112902139188134,0,0,0.0,0.0,1208.5097904930772
1.0,0.0,0.0,0.45057824301048566,0,1,0.0,0.0,1166.9843843219962
1.0,0.7,0.6,0.4796837573830423,0,0,0.5,0.2,4967.920099813561
1.0,0.1,0.2,0.4376711615021172,1,0,0.0,0.0,827.7138022938798
1.0,0.8,0.8,0.5,0,0,5.0,0.8,1241.0854722782908
1.0,0.6,0.5,0.4583990077756985,0,0,1.25,0.7,834.5361360138812
1.0,1.0,1.0,0.468332282122147,0,0,1.0,0.5,1294.3017569312403
1.0,0.6,0.5,0.5,0,0,0.25,0.2,1386.4199608166812
1.0,0.4,1.0,0.47215270983316493,0,0,0.5,0.6,1386.4199608166812
1.0,1.0,1.0,0.4894426618579081,0,0,2.5,1.0,2100.7322176582097
1.0,0.5,0.5,0.47081371969737573,0,0,0.9,0.4,827.7138022938798
1.0,0.0,0.6,0.5,0,0,0.0,0.0,2036.239197069362
1.0,0.6,0.8,0.46950939295547806,0,0,2.5,0.4,1386.4199608166812
1.0,1.0,1.0,0.46240763650590666,0,0,2.5,0.8,2182.188595031281
1.0,1.0,1.0,0.509484228435108,0,1,1.5,0.9,1032.2978207793553
1.0,0.8,0.8,0.5,0,0,1.0,0.6,1252.0486290295987
1.0,1.0,1.0,0.5,0,0,2.5,1.0,1241.0854722782908
1.0,0.9,0.8,0.4735683467593799,0,1,2.5,0.8,3058.9858635056557
1.0,0.5,1.0,0.4799689896007134,0,1,0.0,0.0,1166.9843843219962
1.0,0.0,0.0,0.48606065077888627,0,0,0.5,0.0,706.6780529830002
1.0,0.8,0.8,0.4727890864636326,0,0,3.0,0.8,1604.8272096226763
1.0,0.5,1.0,0.4871678710586552,0,0,1.5,0.0,2100.7322176582097
1.0,1.0,1.0,0.5,0,0,2.5,1.0,1251.3978000805448
1.0,0.6,0.6,0.4728839057214808,0,0,0.0,0.5,2567.292378026637
1.0,1.0,1.0,0.5,1,0,1.0,1.0,2054.063233057818
1.0,1.0,1.0,0.2968535088384676,1,0,0.5,1.0,4418.090067264116
1.0,0.7,1.0,0.472770307620497,0,0,2.5,0.8,1227.2811105762635
1.0,0.0,0.7,0.3231774527382085,1,0,0.01,0.0,1366.7188128457728
1.0,0.5,0.5,0.5,0,0,0.0,0.5,3910.963948603171
1.0,0.9,0.9,0.47793689658062377,0,0,1.0,0.0,2100.7322176582097
1.0,1.0,0.9,0.5,0,1,0.5,0.8,1217.2480863089165
1.0,0.0,0.0,0.4640911051902982,0,0,0.0,0.0,827.7138022938798
1.0,0.0,0.0,0.4715821350040486,0,0,0.0,0.0,1241.0854722782908
1.0,0.7,0.7,0.4693586426603188,0,0,2.5,0.5,756.9577330732111
1.0,0.0,0.7,0.4693586426603188,0,0,1.0,0.0,1474.5266374120504
1.0,1.0,0.6,0.4855821148298851,0,0,1.5,0.2,1558.9595244238774
1.0,0.8,0.5,0.23771465572095915,1,0,2.5,0.5,2659.4076235919274
1.0,0.9,0.9,0.46646262023314694,0,0,1.5,0.7,834.5361360138812
1.0,1.0,1.0,0.5,0,0,0.5,0.0,756.9577330732111
1.0,0.8,0.8,0.48255552586250544,0,0,3.5,0.6,1590.7750619265485
1.0,0.5,0.2,0.4685535851906364,0,0,1.0,0.1,1783.3016281150733
1.0,1.0,1.0,0.4612717193982933,0,0,1.0,0.8,1783.3016281150733
1.0,0.8,0.8,0.47653915176725703,0,1,2.5,0.8,1386.4199608166812
1.0,0.7,0.8,0.5,0,0,5.0,0.4,5245.227658559327
1.0,0.9,0.9,0.5,0,0,4.0,0.9,5245.227658559327
1.0,0.1,0.7,0.48639528356241235,0,0,1.0,0.0,1558.9595244238774
1.0,0.8,0.9,0.5,0,0,1.0,0.5,3954.954164442766
1.0,0.8,0.9,0.4753516511216089,0,0,5.0,0.8,769.2028691431852
1.0,0.0,0.0,0.5,0,0,5.0,0.0,1451.0532729223623
1.0,0.9,0.8,0.48138415149665326,0,0,1.5,0.7,769.2028691431852
1.0,1.0,1.0,0.4305059814530607,0,0,2.5,0.9,769.2028691431852
1.0,1.0,1.0,0.3846375895536382,1,0,5.0,1.0,756.9577330732111
1.0,0.8,0.7,0.48639528356241235,0,0,1.5,0.5,1558.9595244238774
1.0,0.9,0.9,0.5,1,0,2.5,0.9,1241.0854722782908
1.0,0.5,0.5,0.5,0,0,3.0,0.5,1252.0486290295987
1.0,0.8,0.8,0.5,1,0,1.5,0.7,1241.0854722782908
